"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","2013","Total","55 - 59","50 - 54","2015","1784","1"
"Egypt","2013","Total","55 - 59","55 - 59","2015","835","1"
"Egypt","2013","Total","55 - 59","60 - 64","2015","193","1"
"Egypt","2013","Total","55 - 59","65 - 69","2015","50","1"
"Egypt","2013","Total","55 - 59","70 - 74","2015","12","1"
"Egypt","2013","Total","55 - 59","75 +","2015","4","1"
"Egypt","2013","Total","60 - 64","Total","2015","5142","1"
"Egypt","2013","Total","60 - 64","18 - 19","2015","15","1"
"Egypt","2013","Total","60 - 64","20 - 24","2015","83","1"
"Egypt","2013","Total","60 - 64","25 - 29","2015","243","1"
"Egypt","2013","Total","60 - 64","30 - 34","2015","361","1"
"Egypt","2013","Total","60 - 64","35 - 39","2015","476","1"
"Egypt","2013","Total","60 - 64","40 - 44","2015","581","1"
"Egypt","2013","Total","60 - 64","45 - 49","2015","778","1"
"Egypt","2013","Total","60 - 64","50 - 54","2015","1099","1"
"Egypt","2013","Total","60 - 64","55 - 59","2015","930","1"
"Egypt","2013","Total","60 - 64","60 - 64","2015","475","1"
"Egypt","2013","Total","60 - 64","65 - 69","2015","74","1"
"Egypt","2013","Total","60 - 64","70 - 74","2015","19","1"
"Egypt","2013","Total","60 - 64","75 +","2015","8","1"
"Egypt","2013","Total","65 - 69","Total","2015","2670","1"
"Egypt","2013","Total","65 - 69","18 - 19","2015","11","1"
"Egypt","2013","Total","65 - 69","20 - 24","2015","52","1"
"Egypt","2013","Total","65 - 69","25 - 29","2015","106","1"
"Egypt","2013","Total","65 - 69","30 - 34","2015","175","1"
"Egypt","2013","Total","65 - 69","35 - 39","2015","228","1"
"Egypt","2013","Total","65 - 69","40 - 44","2015","248","1"
"Egypt","2013","Total","65 - 69","45 - 49","2015","361","1"
"Egypt","2013","Total","65 - 69","50 - 54","2015","430","1"
"Egypt","2013","Total","65 - 69","55 - 59","2015","436","1"
"Egypt","2013","Total","65 - 69","60 - 64","2015","414","1"
"Egypt","2013","Total","65 - 69","65 - 69","2015","159","1"
"Egypt","2013","Total","65 - 69","70 - 74","2015","29","1"
"Egypt","2013","Total","65 - 69","75 +","2015","21","1"
"Egypt","2013","Total","70 - 74","Total","2015","1373","1"
"Egypt","2013","Total","70 - 74","18 - 19","2015","3","1"
"Egypt","2013","Total","70 - 74","20 - 24","2015","28","1"
"Egypt","2013","Total","70 - 74","25 - 29","2015","50","1"
"Egypt","2013","Total","70 - 74","30 - 34","2015","89","1"
"Egypt","2013","Total","70 - 74","35 - 39","2015","111","1"
"Egypt","2013","Total","70 - 74","40 - 44","2015","133","1"
"Egypt","2013","Total","70 - 74","45 - 49","2015","186","1"
"Egypt","2013","Total","70 - 74","50 - 54","2015","227","1"
"Egypt","2013","Total","70 - 74","55 - 59","2015","193","1"
"Egypt","2013","Total","70 - 74","60 - 64","2015","171","1"
"Egypt","2013","Total","70 - 74","65 - 69","2015","100","1"
"Egypt","2013","Total","70 - 74","70 - 74","2015","60","1"
"Egypt","2013","Total","70 - 74","75 +","2015","22","1"
"Egypt","2013","Total","75 +","Total","2015","1153","1"
"Egypt","2013","Total","75 +","18 - 19","2015","3","1"
"Egypt","2013","Total","75 +","20 - 24","2015","11","1"
"Egypt","2013","Total","75 +","25 - 29","2015","32","1"
"Egypt","2013","Total","75 +","30 - 34","2015","53","1"
"Egypt","2013","Total","75 +","35 - 39","2015","87","1"
"Egypt","2013","Total","75 +","40 - 44","2015","116","1"
"Egypt","2013","Total","75 +","45 - 49","2015","164","1"
"Egypt","2013","Total","75 +","50 - 54","2015","130","1"
"Egypt","2013","Total","75 +","55 - 59","2015","139","1"
"Egypt","2013","Total","75 +","60 - 64","2015","149","1"
"Egypt","2013","Total","75 +","65 - 69","2015","115","1"
"Egypt","2013","Total","75 +","70 - 74","2015","80","1"
"Egypt","2013","Total","75 +","75 +","2015","74","1"
"Egypt","2012","Total","Total","Total","2014","155261","1"
"Egypt","2012","Total","Total","18 - 19","2014","6235","1"
"Egypt","2012","Total","Total","20 - 24","2014","32839","1"
"Egypt","2012","Total","Total","25 - 29","2014","36391","1"
"Egypt","2012","Total","Total","30 - 34","2014","26472","1"
"Egypt","2012","Total","Total","35 - 39","2014","17765","1"
"Egypt","2012","Total","Total","40 - 44","2014","13382","1"
"Egypt","2012","Total","Total","45 - 49","2014","10171","1"
"Egypt","2012","Total","Total","50 - 54","2014","6321","1"
"Egypt","2012","Total","Total","55 - 59","2014","3206","1"
"Egypt","2012","Total","Total","60 - 64","2014","1625","1"
"Egypt","2012","Total","Total","65 - 69","2014","495","1"
"Egypt","2012","Total","Total","70 - 74","2014","228","1"
"Egypt","2012","Total","Total","75 +","2014","131","1"
"Egypt","2012","Total","18 - 19","Total","2014","547","1"
"Egypt","2012","Total","18 - 19","18 - 19","2014","234","1"
"Egypt","2012","Total","18 - 19","20 - 24","2014","233","1"
"Egypt","2012","Total","18 - 19","25 - 29","2014","34","1"
"Egypt","2012","Total","18 - 19","30 - 34","2014","16","1"
"Egypt","2012","Total","18 - 19","35 - 39","2014","9","1"
"Egypt","2012","Total","18 - 19","40 - 44","2014","4","1"
"Egypt","2012","Total","18 - 19","45 - 49","2014","9","1"
"Egypt","2012","Total","18 - 19","50 - 54","2014","4","1"
"Egypt","2012","Total","18 - 19","55 - 59","2014","1","1"
"Egypt","2012","Total","18 - 19","60 - 64","2014","1","1"
"Egypt","2012","Total","18 - 19","65 - 69","2014","0","1"
"Egypt","2012","Total","18 - 19","70 - 74","2014","0","1"
"Egypt","2012","Total","18 - 19","75 +","2014","2","1"
"Egypt","2012","Total","20 - 24","Total","2014","10991","1"
"Egypt","2012","Total","20 - 24","18 - 19","2014","2119","1"
"Egypt","2012","Total","20 - 24","20 - 24","2014","6651","1"
"Egypt","2012","Total","20 - 24","25 - 29","2014","1511","1"
"Egypt","2012","Total","20 - 24","30 - 34","2014","412","1"
"Egypt","2012","Total","20 - 24","35 - 39","2014","140","1"
"Egypt","2012","Total","20 - 24","40 - 44","2014","74","1"
"Egypt","2012","Total","20 - 24","45 - 49","2014","31","1"
"Egypt","2012","Total","20 - 24","50 - 54","2014","31","1"
"Egypt","2012","Total","20 - 24","55 - 59","2014","8","1"
"Egypt","2012","Total","20 - 24","60 - 64","2014","10","1"
"Egypt","2012","Total","20 - 24","65 - 69","2014","0","1"
"Egypt","2012","Total","20 - 24","70 - 74","2014","3","1"
"Egypt","2012","Total","20 - 24","75 +","2014","1","1"
"Egypt","2012","Total","25 - 29","Total","2014","30384","1"
"Egypt","2012","Total","25 - 29","18 - 19","2014","2461","1"
"Egypt","2012","Total","25 - 29","20 - 24","2014","14137","1"
"Egypt","2012","Total","25 - 29","25 - 29","2014","10503","1"
"Egypt","2012","Total","25 - 29","30 - 34","2014","2109","1"
"Egypt","2012","Total","25 - 29","35 - 39","2014","579","1"
"Egypt","2012","Total","25 - 29","40 - 44","2014","297","1"
"Egypt","2012","Total","25 - 29","45 - 49","2014","170","1"
"Egypt","2012","Total","25 - 29","50 - 54","2014","72","1"
"Egypt","2012","Total","25 - 29","55 - 59","2014","30","1"
"Egypt","2012","Total","25 - 29","60 - 64","2014","10","1"
"Egypt","2012","Total","25 - 29","65 - 69","2014","3","1"
"Egypt","2012","Total","25 - 29","70 - 74","2014","0","1"
"Egypt","2012","Total","25 - 29","75 +","2014","13","1"
"Egypt","2012","Total","30 - 34","Total","2014","30664","1"
"Egypt","2012","Total","30 - 34","18 - 19","2014","950","1"
"Egypt","2012","Total","30 - 34","20 - 24","2014","7364","1"
"Egypt","2012","Total","30 - 34","25 - 29","2014","12742","1"
"Egypt","2012","Total","30 - 34","30 - 34","2014","7088","1"
"Egypt","2012","Total","30 - 34","35 - 39","2014","1442","1"
"Egypt","2012","Total","30 - 34","40 - 44","2014","547","1"
"Egypt","2012","Total","30 - 34","45 - 49","2014","319","1"
"Egypt","2012","Total","30 - 34","50 - 54","2014","139","1"
"Egypt","2012","Total","30 - 34","55 - 59","2014","37","1"
"Egypt","2012","Total","30 - 34","60 - 64","2014","20","1"
"Egypt","2012","Total","30 - 34","65 - 69","2014","4","1"
"Egypt","2012","Total","30 - 34","70 - 74","2014","4","1"
"Egypt","2012","Total","30 - 34","75 +","2014","8","1"
"Egypt","2012","Total","35 - 39","Total","2014","22011","1"
"Egypt","2012","Total","35 - 39","18 - 19","2014","243","1"
"Egypt","2012","Total","35 - 39","20 - 24","2014","2470","1"
"Egypt","2012","Total","35 - 39","25 - 29","2014","6287","1"
"Egypt","2012","Total","35 - 39","30 - 34","2014","7587","1"
"Egypt","2012","Total","35 - 39","35 - 39","2014","3689","1"
"Egypt","2012","Total","35 - 39","40 - 44","2014","971","1"
"Egypt","2012","Total","35 - 39","45 - 49","2014","472","1"
"Egypt","2012","Total","35 - 39","50 - 54","2014","206","1"
"Egypt","2012","Total","35 - 39","55 - 59","2014","55","1"
"Egypt","2012","Total","35 - 39","60 - 64","2014","22","1"
"Egypt","2012","Total","35 - 39","65 - 69","2014","2","1"
"Egypt","2012","Total","35 - 39","70 - 74","2014","3","1"
"Egypt","2012","Total","35 - 39","75 +","2014","4","1"
"Egypt","2012","Total","40 - 44","Total","2014","17141","1"
"Egypt","2012","Total","40 - 44","18 - 19","2014","97","1"
"Egypt","2012","Total","40 - 44","20 - 24","2014","889","1"
"Egypt","2012","Total","40 - 44","25 - 29","2014","2463","1"
"Egypt","2012","Total","40 - 44","30 - 34","2014","4649","1"
"Egypt","2012","Total","40 - 44","35 - 39","2014","4808","1"
"Egypt","2012","Total","40 - 44","40 - 44","2014","2900","1"
"Egypt","2012","Total","40 - 44","45 - 49","2014","811","1"
"Egypt","2012","Total","40 - 44","50 - 54","2014","344","1"
"Egypt","2012","Total","40 - 44","55 - 59","2014","108","1"
"Egypt","2012","Total","40 - 44","60 - 64","2014","58","1"
"Egypt","2012","Total","40 - 44","65 - 69","2014","9","1"
"Egypt","2012","Total","40 - 44","70 - 74","2014","0","1"
"Egypt","2012","Total","40 - 44","75 +","2014","5","1"
"Egypt","2012","Total","45 - 49","Total","2014","15016","1"
"Egypt","2012","Total","45 - 49","18 - 19","2014","57","1"
"Egypt","2012","Total","45 - 49","20 - 24","2014","540","1"
"Egypt","2012","Total","45 - 49","25 - 29","2014","1313","1"
"Egypt","2012","Total","45 - 49","30 - 34","2014","2208","1"
"Egypt","2012","Total","45 - 49","35 - 39","2014","3652","1"
"Egypt","2012","Total","45 - 49","40 - 44","2014","3903","1"
"Egypt","2012","Total","45 - 49","45 - 49","2014","2367","1"
"Egypt","2012","Total","45 - 49","50 - 54","2014","711","1"
"Egypt","2012","Total","45 - 49","55 - 59","2014","172","1"
"Egypt","2012","Total","45 - 49","60 - 64","2014","76","1"
"Egypt","2012","Total","45 - 49","65 - 69","2014","12","1"
"Egypt","2012","Total","45 - 49","70 - 74","2014","0","1"
"Egypt","2012","Total","45 - 49","75 +","2014","5","1"
"Egypt","2012","Total","50 - 54","Total","2014","11494","1"
"Egypt","2012","Total","50 - 54","18 - 19","2014","38","1"
"Egypt","2012","Total","50 - 54","20 - 24","2014","237","1"
"Egypt","2012","Total","50 - 54","25 - 29","2014","722","1"
"Egypt","2012","Total","50 - 54","30 - 34","2014","1170","1"
"Egypt","2012","Total","50 - 54","35 - 39","2014","1772","1"
"Egypt","2012","Total","50 - 54","40 - 44","2014","2535","1"
"Egypt","2012","Total","50 - 54","45 - 49","2014","2839","1"
"Egypt","2012","Total","50 - 54","50 - 54","2014","1651","1"
"Egypt","2012","Total","50 - 54","55 - 59","2014","389","1"
"Egypt","2012","Total","50 - 54","60 - 64","2014","106","1"
"Egypt","2012","Total","50 - 54","65 - 69","2014","22","1"
"Egypt","2012","Total","50 - 54","70 - 74","2014","8","1"
"Egypt","2012","Total","50 - 54","75 +","2014","5","1"
"Egypt","2012","Total","55 - 59","Total","2014","7275","1"
"Egypt","2012","Total","55 - 59","18 - 19","2014","14","1"
"Egypt","2012","Total","55 - 59","20 - 24","2014","148","1"
"Egypt","2012","Total","55 - 59","25 - 29","2014","354","1"
"Egypt","2012","Total","55 - 59","30 - 34","2014","591","1"
"Egypt","2012","Total","55 - 59","35 - 39","2014","794","1"
"Egypt","2012","Total","55 - 59","40 - 44","2014","1053","1"
"Egypt","2012","Total","55 - 59","45 - 49","2014","1691","1"
"Egypt","2012","Total","55 - 59","50 - 54","2014","1542","1"
"Egypt","2012","Total","55 - 59","55 - 59","2014","839","1"
"Egypt","2012","Total","55 - 59","60 - 64","2014","192","1"
"Egypt","2012","Total","55 - 59","65 - 69","2014","38","1"
"Egypt","2012","Total","55 - 59","70 - 74","2014","15","1"
"Egypt","2012","Total","55 - 59","75 +","2014","4","1"
"Egypt","2012","Total","60 - 64","Total","2014","4857","1"
"Egypt","2012","Total","60 - 64","18 - 19","2014","11","1"
"Egypt","2012","Total","60 - 64","20 - 24","2014","79","1"
"Egypt","2012","Total","60 - 64","25 - 29","2014","254","1"
"Egypt","2012","Total","60 - 64","30 - 34","2014","336","1"
"Egypt","2012","Total","60 - 64","35 - 39","2014","450","1"
"Egypt","2012","Total","60 - 64","40 - 44","2014","606","1"
"Egypt","2012","Total","60 - 64","45 - 49","2014","761","1"
"Egypt","2012","Total","60 - 64","50 - 54","2014","938","1"
"Egypt","2012","Total","60 - 64","55 - 59","2014","851","1"
"Egypt","2012","Total","60 - 64","60 - 64","2014","462","1"
"Egypt","2012","Total","60 - 64","65 - 69","2014","72","1"
"Egypt","2012","Total","60 - 64","70 - 74","2014","30","1"
"Egypt","2012","Total","60 - 64","75 +","2014","7","1"
"Egypt","2012","Total","65 - 69","Total","2014","2473","1"
"Egypt","2012","Total","65 - 69","18 - 19","2014","7","1"
"Egypt","2012","Total","65 - 69","20 - 24","2014","52","1"
"Egypt","2012","Total","65 - 69","25 - 29","2014","114","1"
"Egypt","2012","Total","65 - 69","30 - 34","2014","167","1"
"Egypt","2012","Total","65 - 69","35 - 39","2014","212","1"
"Egypt","2012","Total","65 - 69","40 - 44","2014","257","1"
"Egypt","2012","Total","65 - 69","45 - 49","2014","362","1"
"Egypt","2012","Total","65 - 69","50 - 54","2014","341","1"
"Egypt","2012","Total","65 - 69","55 - 59","2014","396","1"
"Egypt","2012","Total","65 - 69","60 - 64","2014","364","1"
"Egypt","2012","Total","65 - 69","65 - 69","2014","163","1"
"Egypt","2012","Total","65 - 69","70 - 74","2014","31","1"
"Egypt","2012","Total","65 - 69","75 +","2014","7","1"
"Egypt","2012","Total","70 - 74","Total","2014","1288","1"
"Egypt","2012","Total","70 - 74","18 - 19","2014","2","1"
"Egypt","2012","Total","70 - 74","20 - 24","2014","21","1"
"Egypt","2012","Total","70 - 74","25 - 29","2014","50","1"
"Egypt","2012","Total","70 - 74","30 - 34","2014","80","1"
"Egypt","2012","Total","70 - 74","35 - 39","2014","103","1"
"Egypt","2012","Total","70 - 74","40 - 44","2014","136","1"
"Egypt","2012","Total","70 - 74","45 - 49","2014","185","1"
"Egypt","2012","Total","70 - 74","50 - 54","2014","197","1"
"Egypt","2012","Total","70 - 74","55 - 59","2014","161","1"
"Egypt","2012","Total","70 - 74","60 - 64","2014","183","1"
"Egypt","2012","Total","70 - 74","65 - 69","2014","97","1"
"Egypt","2012","Total","70 - 74","70 - 74","2014","58","1"
"Egypt","2012","Total","70 - 74","75 +","2014","15","1"
"Egypt","2012","Total","75 +","Total","2014","1120","1"
"Egypt","2012","Total","75 +","18 - 19","2014","2","1"
"Egypt","2012","Total","75 +","20 - 24","2014","18","1"
"Egypt","2012","Total","75 +","25 - 29","2014","44","1"
"Egypt","2012","Total","75 +","30 - 34","2014","59","1"
"Egypt","2012","Total","75 +","35 - 39","2014","115","1"
"Egypt","2012","Total","75 +","40 - 44","2014","99","1"
"Egypt","2012","Total","75 +","45 - 49","2014","154","1"
"Egypt","2012","Total","75 +","50 - 54","2014","145","1"
"Egypt","2012","Total","75 +","55 - 59","2014","159","1"
"Egypt","2012","Total","75 +","60 - 64","2014","121","1"
"Egypt","2012","Total","75 +","65 - 69","2014","73","1"
"Egypt","2012","Total","75 +","70 - 74","2014","76","1"
"Egypt","2012","Total","75 +","75 +","2014","55","1"
"Egypt","2011","Total","Total","Total","2013","151933","1"
"Egypt","2011","Total","Total","18 - 19","2013","6315","1"
"Egypt","2011","Total","Total","20 - 24","2013","33553","1"
"Egypt","2011","Total","Total","25 - 29","2013","35397","1"
"Egypt","2011","Total","Total","30 - 34","2013","25414","1"
"Egypt","2011","Total","Total","35 - 39","2013","17015","1"
"Egypt","2011","Total","Total","40 - 44","2013","13206","1"
"Egypt","2011","Total","Total","45 - 49","2013","9888","1"
"Egypt","2011","Total","Total","50 - 54","2013","5760","1"
"Egypt","2011","Total","Total","55 - 59","2013","3065","1"
"Egypt","2011","Total","Total","60 - 64","2013","1427","1"
"Egypt","2011","Total","Total","65 - 69","2013","530","1"
"Egypt","2011","Total","Total","70 - 74","2013","185","1"
"Egypt","2011","Total","Total","75 +","2013","178","1"
"Egypt","2011","Total","18 - 19","Total","2013","572","1"
"Egypt","2011","Total","18 - 19","18 - 19","2013","247","1"
"Egypt","2011","Total","18 - 19","20 - 24","2013","210","1"
"Egypt","2011","Total","18 - 19","25 - 29","2013","69","1"
"Egypt","2011","Total","18 - 19","30 - 34","2013","17","1"
"Egypt","2011","Total","18 - 19","35 - 39","2013","10","1"
"Egypt","2011","Total","18 - 19","40 - 44","2013","9","1"
"Egypt","2011","Total","18 - 19","45 - 49","2013","5","1"
"Egypt","2011","Total","18 - 19","50 - 54","2013","2","1"
"Egypt","2011","Total","18 - 19","55 - 59","2013","2","1"
"Egypt","2011","Total","18 - 19","60 - 64","2013","0","1"
"Egypt","2011","Total","18 - 19","65 - 69","2013","0","1"
"Egypt","2011","Total","18 - 19","70 - 74","2013","0","1"
"Egypt","2011","Total","18 - 19","75 +","2013","1","1"
"Egypt","2011","Total","20 - 24","Total","2013","11154","1"
"Egypt","2011","Total","20 - 24","18 - 19","2013","2244","1"
"Egypt","2011","Total","20 - 24","20 - 24","2013","6707","1"
"Egypt","2011","Total","20 - 24","25 - 29","2013","1521","1"
"Egypt","2011","Total","20 - 24","30 - 34","2013","397","1"
"Egypt","2011","Total","20 - 24","35 - 39","2013","111","1"
"Egypt","2011","Total","20 - 24","40 - 44","2013","73","1"
"Egypt","2011","Total","20 - 24","45 - 49","2013","50","1"
"Egypt","2011","Total","20 - 24","50 - 54","2013","33","1"
"Egypt","2011","Total","20 - 24","55 - 59","2013","7","1"
"Egypt","2011","Total","20 - 24","60 - 64","2013","4","1"
"Egypt","2011","Total","20 - 24","65 - 69","2013","2","1"
"Egypt","2011","Total","20 - 24","70 - 74","2013","1","1"
"Egypt","2011","Total","20 - 24","75 +","2013","4","1"
"Egypt","2011","Total","25 - 29","Total","2013","29811","1"
"Egypt","2011","Total","25 - 29","18 - 19","2013","2387","1"
"Egypt","2011","Total","25 - 29","20 - 24","2013","14346","1"
"Egypt","2011","Total","25 - 29","25 - 29","2013","9878","1"
"Egypt","2011","Total","25 - 29","30 - 34","2013","2078","1"
"Egypt","2011","Total","25 - 29","35 - 39","2013","578","1"
"Egypt","2011","Total","25 - 29","40 - 44","2013","250","1"
"Egypt","2011","Total","25 - 29","45 - 49","2013","165","1"
"Egypt","2011","Total","25 - 29","50 - 54","2013","68","1"
